Tên công việc,Địa điểm,Ngày cập nhật,Ngành nghề,Hình thức,Lương,Kinh nghiệm,Cấp bậc,Hết hạn nộp,Tên công ty,Địa chỉ công ty,Người liên hệ,Qui mô công ty,Loại hình hoạt động
Nhân viên Door Man,['Hà Nội'],30/11/2024,"Bán hàng / Kinh doanh , Y tế / Chăm sóc sức khỏe , Dịch vụ khách hàng",Nhân viên chính thức,7 Tr - 10 Tr VND,,Nhân viên,29/12/2024,CÔNG TY CP THIẾT KẾ LỤC GIÁC,"Tầng 21, 23 tòa nhà C'land 156 xã đàn 2, phường nam đồng, quận đống đa, thành phố hà nội",Ms Linh,100-499,Cổ phần
NHÂN VIÊN KINH DOANH NỘI THẤT,['Hà Nội'],30/11/2024,"Bán hàng / Kinh doanh , Bất động sản , Nội ngoại thất",Nhân viên chính thức,10 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN TRẦN GIA,"Đại Lộ, Ninh Sở, Thường Tín, Hà Nội",Trangiafurniture,100-499,Cổ phần
"[Đống Đa, Hà Nội] Nhân viên Hành chính (Có Tiếng Nhật) (10Tr-12Tr) (14670)",['Hà Nội'],30/11/2024,"Hành chính / Thư ký , Nhân sự , Biên phiên dịch",Nhân viên chính thức,10 Tr - 12 Tr VND,,Nhân viên,29/12/2024,CÔNG TY TNHH REERACOEN VIỆT NAM,"Cao ốc Zen Plaza, số 54-56 Nguyễn Trãi, phường Bến Thành, Quận 1",Yến,,Trách nhiệm hữu hạn
Tổ trưởng sản xuất,['Bình Dương'],30/11/2024,Sản xuất / Vận hành sản xuất,Nhân viên chính thức,9 Tr - 11 Tr VND,1 - 2 Năm,Trưởng nhóm / Giám sát,29/12/2024,CÔNG TY CỔ PHẦN GREEN SPEED,"17 đường Đào Duy Từ, Khu phố Đông A, Phường Đông Hòa, Thành phố Dĩ An, Tỉnh Bình Dương, Việt Nam",Ms Thương,500-999,
Digital Marketing Leader ( Tiktok Ads),['Hà Nội'],30/11/2024,Tiếp thị / Marketing,Nhân viên chính thức,12 Tr - 15 Tr VND,2 - 3 Năm,Trưởng nhóm / Giám sát,29/12/2024,CÔNG TY TNHH CÔNG NGHỆ THE ONE 5,"Số 6, Đường sô 34, Khu Phố 2, Phường An Khánh, Thành Phố Thủ Đức, Thành Phố Hồ Chí Minh, Việt Nam",Phòng Nhân Sự,500-999,Trách nhiệm hữu hạn
Chuyên viên cấp cao Quản lý Chất lượng & Dịch vụ Khách hàng,['Hà Nội'],30/11/2024,"Dịch vụ khách hàng , Ngân hàng",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,29/12/2024,,,,,
Nhân Viên Khuôn,['Long An'],30/11/2024,"Cơ khí / Ô tô / Tự động hóa , Sản xuất / Vận hành sản xuất , Bảo trì / Sửa chữa",Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Nhân viên,29/12/2024,CÔNG TY TNHH MỘT THÀNH VIÊN SAN-EI VIỆT NAM,"Lô H5-2, Đường số 9, KCN Thuận Đạo mở rộng, Xã Long Định, Huyện Cần Đước, Tỉnh Long An, Việt Nam",Nguyễn Thị Minh Phượng,25-99,100% vốn nước ngoài
Lập trình viên PHP,['Hà Nội'],30/11/2024,"Bán hàng / Kinh doanh , CNTT - Phần cứng / Mạng , Tổ chức sự kiện",Nhân viên chính thức,15 Tr - 18 Tr VND,1 - 2 Năm,Nhân viên,29/12/2024,"CÔNG TY TỔ CHỨC HỘI NGHỊ, SỰ KIỆN VÀ DU LỊCH QUỐC TẾ HÒA BÌNH","29 Đoàn Thị Điểm, Quốc Tử Giám, Đống Đa",Bộ phận Tuyển dụng,,Cá nhân
Trưởng ca sản xuất,['Đà Nẵng'],30/11/2024,"Điện / Điện tử / Điện lạnh , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,10 Tr - 11 Tr VND,1 - 2 Năm,Trưởng nhóm / Giám sát,29/12/2024,CÔNG TY CỔ PHẦN GREEN SPEED,"17 đường Đào Duy Từ, Khu phố Đông A, Phường Đông Hòa, Thành phố Dĩ An, Tỉnh Bình Dương, Việt Nam",Ms Thương,500-999,
Nhân Viên Kinh Doanh (Trà Vinh),['Vĩnh Long'],30/11/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Nông nghiệp",Nhân viên chính thức,10 Tr - 25 Tr VND,1 - 3 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN NÔNG DƯỢC HAI,"28 Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, TP Hồ Chí Minh",HR,25-99,Cổ phần
Nhân Viên Khai Báo Hải Quan,['Hà Nội'],30/11/2024,"Vận chuyển / Giao nhận / Kho vận , Xuất nhập khẩu , Hàng hải",Nhân viên chính thức,10 Tr - 15 Tr VND,Trên 2 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN TIẾP VẬN INTERCARGO,"Tầng 12, tòa Nhà Sudico, Mễ Trì, Nam Từ Liêm, Hà nội",Nguyễn Ngọc Chính,25-99,Cổ phần
Chuyên gia Quản lý Chất lượng & Dịch vụ Khách hàng,['Hà Nội'],30/11/2024,"Dịch vụ khách hàng , Ngân hàng",Nhân viên chính thức,Cạnh tranh,Trên 3 Năm,Nhân viên,29/12/2024,,,,,
Nhân viên kế toán thuế tại Hà Nội - 9-10 triệu,['Hà Nội'],30/11/2024,Kế toán / Kiểm toán,Nhân viên chính thức,8 Tr - 10 Tr VND,,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN PHÁT TRIỂN CƠ ĐIỆN LẠNH HOÀNG ĐẠT,"G2 0211 Vinhomes Greenbay, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",TRẦN VĂN ĐOÀN,100-499,Cổ phần
Senior Facility Supervisor,['Bình Dương'],30/11/2024,"Bảo trì / Sửa chữa , Sản xuất / Vận hành sản xuất , Cơ khí / Ô tô / Tự động hóa",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Nhân viên,29/12/2024,COHERENT VIETNAM,"36 Đường Số 4, VSIP1, Thuận An, Bình Dương",Talent Acquisition Team,1.000-4.999,Công ty đa quốc gia
QA SUPERVISOR / GIÁM SÁT CHẤT LƯỢNG,[],,,,,,,,,,,,
BẾP TRƯỞNG,['Hà Nội'],30/11/2024,"Dịch vụ khách hàng , Quản lý điều hành , Nhà hàng / Khách sạn",Nhân viên chính thức,30 Tr - 40 Tr VND,2 - 5 Năm,Trưởng nhóm / Giám sát,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Graphic Designer,['Hà Nội'],30/11/2024,"Tiếp thị / Marketing , Mỹ thuật / Nghệ thuật / Thiết kế",Nhân viên chính thức,15 Tr - 20 Tr VND,3 - 5 Năm,Nhân viên,29/12/2024,CÔNG TY TNHH THIÊN THỦY MỘC,"Tòa nhà VMT, ngõ 82 Duy Tân, Cầu Giấy, Hà Nội",Công ty TNHH TM Thiên Thủy Mộc,100-499,Cổ phần
Chuyên gia chính sách đãi ngộ (Reward),['Hà Nội'],30/11/2024,"Ngân hàng , Nhân sự",Nhân viên chính thức,Cạnh tranh,5 - 7 Năm,Nhân viên,29/12/2024,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
CHUYÊN VIÊN ĐÀO TẠO NHÀ HÀNG,['Hà Nội'],30/11/2024,"Dịch vụ khách hàng , Nhà hàng / Khách sạn , Giáo dục / Đào tạo",Nhân viên chính thức,15 Tr - 25 Tr VND,2 - 3 Năm,Quản lý,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Chuyên viên/Chuyên viên chính/Chuyên viên cấp cao - Phòng Kiểm soát sau - Trung tâm Dịch vụ và Kiểm soát sau - Khối Vận hành,['An Giang'],30/11/2024,"Dịch vụ khách hàng , Kế toán / Kiểm toán , Ngân hàng",Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Nhân viên,29/12/2024,,,,,
URGENT | Giám Sát chuyên môn tiếng Anh tại Long Khánh - Đồng Nai,"['Đồng Nai', 'Bình Dương']",30/11/2024,"Giáo dục / Đào tạo , Biên phiên dịch",Nhân viên chính thức,10 Tr - 13 Tr VND,1 - 2 Năm,Trưởng nhóm / Giám sát,29/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Quản Lý Trung Tâm Anh Ngữ [Nhơn Trạch - Đồng Nai],['Đồng Nai'],30/11/2024,"Dịch vụ khách hàng , Giáo dục / Đào tạo , Quản lý điều hành",Nhân viên chính thức,15 Tr - 20 Tr VND,1 - 2 Năm,Quản lý,29/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Chuyên viên SAP (MM/WMS hoặc PP),['Hà Nội'],30/11/2024,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,2 - 5 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN AUSTDOOR,"Trụ sở chính: Số 37 Lê Văn Thiêm, Nhân Chính, Thanh Xuân, Hà Nội",Phòng Tuyển dụng,1.000-4.999,Cổ phần
Trade Marketing,['Hà Nội'],30/11/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Tiếp thị trực tuyến",Nhân viên chính thức,12 Tr - 18 Tr VND,2 - 3 Năm,Nhân viên,29/12/2024,CÔNG TY TNHH THIÊN THỦY MỘC,"Tòa nhà VMT, ngõ 82 Duy Tân, Cầu Giấy, Hà Nội",Công ty TNHH TM Thiên Thủy Mộc,100-499,Cổ phần
Kỹ Sư Điện,['Hà Nội'],30/11/2024,Điện / Điện tử / Điện lạnh,Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN CÔNG NGHỆ TỰ ĐỘNG THẢO NGUYÊN SƠN,"Số 45, ngõ 30, phố Hoa Lâm, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Ms Hải Yến,,Cổ phần
Operational Internal Auditor (Officer/Senior Officer),['Hà Nội'],30/11/2024,"Bảo hiểm , Kế toán / Kiểm toán",Nhân viên chính thức,Cạnh tranh,Trên 3 Năm,Nhân viên,29/12/2024,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,"Tòa nhà VINACONEX, tầng 4, số 34 Láng Hạ, Đống Đa, Hà Nội",Ms Hà,100-499,Liên doanh
Business Analyst,['Hà Nội'],30/11/2024,"Bảo hiểm , CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,2 - 5 Năm,Nhân viên,29/12/2024,TỔNG CÔNG TY CỔ PHẦN BẢO HIỂM QUÂN ĐỘI (MIC),"Tầng 5-6, Tòa nhà MB, số 21 Cát Linh, Đống Đa, Hà Nội",Phòng Đối tác nhân sự,1.000-4.999,Cổ phần
Trưởng Phòng Dịch vụ khách hàng - Bạc Liêu - TA1412,['Bạc Liêu'],30/11/2024,Ngân hàng,Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Quản lý,29/12/2024,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
Nhân Viên Marketing Tiktok Ads (Ngành Hàng Mẹ Và Bé),['Hà Nội'],30/11/2024,"Tiếp thị trực tuyến , Tiếp thị / Marketing , Quảng cáo / Đối ngoại / Truyền Thông",Nhân viên chính thức,15 Tr - 20 Tr VND,1 - 3 Năm,Nhân viên,29/12/2024,CÔNG TY CP THƯƠNG MẠI XNK CTCT GROUP,"Tầng 3, Sảnh A, Tòa Nhà Tây Hà, 19 Tố Hữu, Nam Từ Liêm, Hà Nội",Ms.Lương,25-99,Cổ phần
TRƯỞNG PHÒNG KỸ THUẬT,['Hà Nội'],30/11/2024,"Điện / Điện tử / Điện lạnh , Quản lý chất lượng (QA/QC) , Bảo trì / Sửa chữa",Nhân viên chính thức,35 Tr - 45 Tr VND,5 - 7 Năm,Quản lý,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
NV/CV Thu hồi nợ qua điện thoại - TA147,['Hà Nội'],30/11/2024,"Luật / Pháp lý , Ngân hàng , Tư vấn",Nhân viên chính thức,12 Tr - 30 Tr VND,Chưa có kinh nghiệm,Nhân viên,29/12/2024,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
Chuyên viên Thu mua,['Hà Nội'],30/11/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Thu mua / Vật tư",Nhân viên chính thức,14 Tr - 16 Tr VND,3 - 4 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN QUỐC TẾ HOMEFARM,"Tầng 8, tòa VTC Online, số 18 Tam Trinh, Minh Khai, Hai Bà Trưng, Hà Nội",Phòng nhân sự,1000,Cổ phần
[A7] Tuyển Dụng Nhân Viên Trực Tổng Đài Ngân Hàng TPbank,['Hà Nội'],30/11/2024,"Dịch vụ khách hàng , Hàng hải , Nhân sự",Nhân viên chính thức,Cạnh tranh,,Nhân viên,29/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
nhân viên kinh doanh nội thất cao cấp,['Hà Nội'],30/11/2024,Nội ngoại thất,Nhân viên chính thức,20 Tr - 35 Tr VND,1 - 2 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN SOFIA NỘI THẤT,"123 Nguyễn Văn Giáp, Cầu Diễn, Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",Ms Phương Thảo,100-499,Cổ phần
Chuyên viên Marketing điểm bán. (Trade MKT) (Upto net 23M + ),['Hà Nội'],30/11/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Tiếp thị trực tuyến",Nhân viên chính thức,18 Tr - 23 Tr VND,3 - 5 Năm,Nhân viên,29/12/2024,THỜI TRANG LINING_CÔNG TY TNHH QUỐC TẾ HẢI LONG,"Tầng 2, Tòa Handiresco, số 31 Lê Văn Lương, P.Nhân Chính, Q.Thanh Xuân, Thành phố Hà Nội, Việt Nam",Bộ phận Tuyển dụng,1.000-4.999,Cổ phần
Trưởng phòng vận hành kinh doanh,['Hà Nội'],30/11/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Quản lý điều hành",Nhân viên chính thức,30 Tr - 45 Tr VND,Lên đến 3 Năm,Quản lý,29/12/2024,NHÀ SÁCH TIẾN THỌ,424 Nguyễn Trãi- Thanh Xuân - Hà Nội,Bộ phận tuyển dụng Tiến Thọ,1.000-4.999,Cổ phần
TRƯỞNG PHÒNG KẾ TOÁN,['Hà Nội'],30/11/2024,"Kế toán / Kiểm toán , Tài chính / Đầu tư , Nhà hàng / Khách sạn","Nhân viên chính thức, Bán thời gian, Thời vụ/ Nghề tự do",35 Tr - 40 Tr VND,3 - 7 Năm,Quản lý,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Nhân viên IT,['Hà Nội'],30/11/2024,CNTT - Phần cứng / Mạng,Nhân viên chính thức,10 Tr - 11 Tr VND,2 - 3 Năm,Nhân viên,29/12/2024,HỆ THỐNG GIÁO DỤC EDUFIT,Lô H3C- KĐT Starlake Tây Hồ Tây- Xuân Tảo- Bắc Từ Liêm,Ms Ha,100-499,Cổ phần
TRỢ LÝ NÂNG CẤP,['Hà Nội'],30/11/2024,"Nhà hàng / Khách sạn , Mỹ thuật / Nghệ thuật / Thiết kế , Quản lý chất lượng (QA/QC)","Nhân viên chính thức, Bán thời gian, Thời vụ/ Nghề tự do, Thực tập",15 Tr - 30 Tr VND,2 - 5 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Nhân viên Kinh doanh thị trường huyện (làm việc tại Hưng Yên),['Hưng Yên'],30/11/2024,"Bán hàng / Kinh doanh , Bán lẻ / Bán sỉ , Tiếp thị / Marketing",Nhân viên chính thức,15 Tr - 25 Tr VND,Trên 1 Năm,Nhân viên,29/12/2024,TỔNG CÔNG TY CỔ PHẦN CÔNG TRÌNH VIETTEL,"Số 6, đường Phạm Văn Bạch, phường Yên Hòa, quận Cầu Giấy, TP Hà Nội",Phòng Tổ chức Lao động,10.000-19.999,Cổ phần
Kỹ Sư Thiết Kế,['Hà Nội'],30/11/2024,"Điện / Điện tử / Điện lạnh , Cơ khí / Ô tô / Tự động hóa , Mỹ thuật / Nghệ thuật / Thiết kế",Nhân viên chính thức,Cạnh tranh,,Nhân viên,29/12/2024,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NGUYỄN HUY,"31BT2 KĐT Pháp Vân Tứ Hiệp, quận Hoàng Mai",Ms Thu,25-99,Trách nhiệm hữu hạn
Nhân Viên Kinh Doanh,['Hà Nội'],30/11/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Điện / Điện tử / Điện lạnh",Nhân viên chính thức,10 Tr - 20 Tr VND,Trên 2 Năm,Nhân viên,29/12/2024,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NGUYỄN HUY,"31BT2 KĐT Pháp Vân Tứ Hiệp, quận Hoàng Mai",Ms Thu,25-99,Trách nhiệm hữu hạn
Quản lý Kinh doanh Kênh ETC - Dịch vụ (Base Thanh Hóa - Nghệ An),['Nghệ An'],30/11/2024,"Y tế / Chăm sóc sức khỏe , Dược phẩm , Bán hàng / Kinh doanh",Nhân viên chính thức,30 Tr - 50 Tr VND,1 - 3 Năm,Trưởng nhóm / Giám sát,29/12/2024,CÔNG TY CỔ PHẦN ANVY,"Xã Tân Tiến, huyện Văn Giang, tỉnh Hưng Yên",Ms Hoài,100-499,Cổ phần
Trưởng Phòng Phát Triển Kinh Doanh,['Hà Nội'],30/11/2024,"Nhà hàng / Khách sạn , Mỹ thuật / Nghệ thuật / Thiết kế , Xây dựng",Nhân viên chính thức,30 Tr - 60 Tr VND,3 - 5 Năm,Quản lý,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Trưởng Ban Sales khách sạn phụ trách OTA,['Hà Nội'],30/11/2024,"Bán hàng / Kinh doanh , Dịch vụ khách hàng , Nhà hàng / Khách sạn",Nhân viên chính thức,20 Tr - 30 Tr VND,1 - 2 Năm,Trưởng nhóm / Giám sát,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Sale khách sạn OTA (Online Travel Agent),['Hà Nội'],30/11/2024,"Bán hàng / Kinh doanh , Dịch vụ khách hàng , Nhà hàng / Khách sạn",Nhân viên chính thức,12 Tr - 20 Tr VND,2 - 3 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Giám Đốc Chính sách Sản Phẩm Công nghệ,['Hà Nội'],30/11/2024,"CNTT - Phần mềm , Bất động sản , Ngân hàng",Nhân viên chính thức,50 Tr - 90 Tr VND,7 - 20 Năm,Giám đốc,29/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN MEEY LAND,"97-99 Láng Hạ, Đống Đa, hà Nội",Ms Diệp,100-499,Cổ phần
Sale khách sạn (Travel Agent),['Hà Nội'],30/11/2024,"Bán hàng / Kinh doanh , Dịch vụ khách hàng , Nhà hàng / Khách sạn",Nhân viên chính thức,12 Tr - 25 Tr VND,1 - 2 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Giám Đốc Kinh Doanh Sân Golf,['Long An'],30/11/2024,Bán hàng / Kinh doanh,Nhân viên chính thức,Cạnh tranh,4 - 6 Năm,Giám đốc,29/12/2024,HR VIETNAM’S ESS CLIENT,"Pasteur Tower, 139 Pasteur street, Dist. 3",Admin,,100% vốn nước ngoài
TRƯỞNG PHÒNG VẬT TƯ,['Hà Nội'],30/11/2024,"Nhà hàng / Khách sạn , Thu mua / Vật tư , Dịch vụ khách hàng",Nhân viên chính thức,30 Tr - 45 Tr VND,3 - 7 Năm,Quản lý,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Giám đốc vận hành (Fintech),['Hà Nội'],30/11/2024,"Tài chính / Đầu tư , CNTT - Phần mềm , Ngân hàng",Nhân viên chính thức,Cạnh tranh,7 - 20 Năm,Giám đốc,29/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN MEEY LAND,"97-99 Láng Hạ, Đống Đa, hà Nội",Ms Diệp,100-499,Cổ phần
Maintenance Planning & Reliability Engineer,['Bà Rịa - Vũng Tàu'],30/11/2024,Bảo trì / Sửa chữa,Nhân viên chính thức,Cạnh tranh,3 - 15 Năm,Nhân viên,29/12/2024,VIETNAM AGRIBUSINESS LIMITED,"Khu CN Phú Mỹ 1, P. Phú Mỹ, TX. Phú Mỹ, BRVT",Lan Anh Nguyen,100-499,100% vốn nước ngoài
QC Supervisor,['Bình Dương'],30/11/2024,"Thực phẩm & Đồ uống , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,15 Tr - 20 Tr VND,2 - 5 Năm,Trưởng nhóm / Giám sát,29/12/2024,CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HOÀNG SƠN,"Lô CN7, đường N4, khu công nghiệp Sóng Thần 3, Phường Phú Tân, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",P.HCNS,,Cổ phần
Nhân Viên Sale Online - Trực Page,['Hà Nội'],30/11/2024,"Tiếp thị / Marketing , Tư vấn , Dịch vụ khách hàng",Nhân viên chính thức,8 Tr - 10 Tr VND,Lên đến 1 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN GIÁO DỤC GERMAN LINK,"59 Láng Hạ, Ba Đình, Hà Nội",Phòng Nhân sự,25-99,Cổ phần
[E1] Parttime/Fulltime - Nhân viên Hỗ Trợ Dịch Vụ Khách Hàng - Ngân Hàng TPbank,['Hà Nội'],30/11/2024,"Dịch vụ khách hàng , Hành chính / Thư ký , Ngân hàng",Nhân viên chính thức,7 Tr - 9 Tr VND,,Nhân viên,29/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
NHÂN VIÊN THANH TRA - GIÁM SÁT,['Hà Nội'],30/11/2024,"Kế toán / Kiểm toán , Nhà hàng / Khách sạn , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,14 Tr - 20 Tr VND,2 - 5 Năm,Nhân viên,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Nhân viên vận hành nước cấp nước thải,"['Quảng Ninh', 'Tây Ninh', 'Bà Rịa - Vũng Tàu']",30/11/2024,Môi trường,Nhân viên chính thức,10 Tr - 15 Tr VND,1 - 5 Năm,Nhân viên,29/12/2024,CÔNG TY CP TẬP ĐOÀN TÂN LONG,"Trụ sở chính tầng 14, tòa nhà Diamond Flower, số 48 Lê Văn Lương, Thanh Xuân, Hà Nội",Bộ Phận Tuyển Dụng,Hơn 2500,Cổ phần
Nhân viên kinh doanh và chăm sóc khách hàng,['Cần Thơ'],30/11/2024,"Bán hàng / Kinh doanh , Y tế / Chăm sóc sức khỏe , Tư vấn",Nhân viên chính thức,8 Tr - 30 Tr VND,,Nhân viên,29/12/2024,VANITY AESTHETICS & BEAUTY CLINIC,"24 Hai Bà Trưng, Bến Nghé, Quận 1",Lê Kim Đính,25-99,Trách nhiệm hữu hạn
Nhân Viên Bảo Vệ,['Hà Nội'],30/11/2024,"Lao động phổ thông , An Ninh / Bảo Vệ , An toàn lao động",Nhân viên chính thức,7 Tr - 10 Tr VND,,Nhân viên,29/12/2024,CÔNG TY TRÁCH NHIỆM HỮU HẠN TƯ VẤN VÀ ĐẦU TƯ Y TẾ QUỐC TẾ,"Số 126 -128 Bùi Thị Xuân, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",P.HCNS,500-999,Trách nhiệm hữu hạn
Trưởng Phòng Thanh Tra Kiểm Soát,['Hà Nội'],30/11/2024,"Luật / Pháp lý , Quản lý điều hành , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,Cạnh tranh,Trên 5 Năm,Quản lý,29/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Nhân viên bảo trì CNC (Ngành Gỗ),['Bình Dương'],30/11/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh , Bảo trì / Sửa chữa",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,29/12/2024,TRAN DUC GROUP - CÔNG TY CỔ PHẦN TRẦN ĐỨC,"Số 69/13, Đường Bình Chuẩn 42, Khu phố Bình Phước A, Phường Bình Chuẩn, Thành phố Thuận An, Tỉnh Bình Dương",CÔNG TY CỔ PHẦN TRẦN ĐỨC,1.000-4.999,Cổ phần
Leader Marketing FB ADS,['Hà Nội'],30/11/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Tiếp thị trực tuyến",Nhân viên chính thức,Trên 18 Tr VND,Trên 2 Năm,Quản lý,29/12/2024,CÔNG TY CP ĐẦU TƯ LEGACY,"Tòa nhà Vinahud 105 Nguyễn Bá Khoản, Yên Hòa, Cầu Giấy, Hà Nội.",Hoàng Thị Thùy Dương,100-499,Cổ phần
